source,target,weight,edge_type,product_id,supplier,product_name,effective_unit_cost,reference_unit_cost,savings_per_unit,savings_pct,capacity_units,supplier_capacity,purchase_lines,last_purchase
SOURCE,PRODUCT:5464,0.0,start_product,5464,,,,,,,,,,
PRODUCT:5464,OPTION:5464:NEGOCIACIONES MANTARI E I R L,0.0,at_or_above_reference,5464,NEGOCIACIONES MANTARI E.I.R.L.,BOLSAS ZIPLOC 9*14*  (BLS100),0.53,0.53,0.0,0.0,100.0,300.0,1.0,2025-10-10
OPTION:5464:NEGOCIACIONES MANTARI E I R L,SINK:5464,0.0,finish_product,5464,NEGOCIACIONES MANTARI E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5465,0.0,start_product,5465,,,,,,,,,,
PRODUCT:5465,OPTION:5465:NEGOCIACIONES MANTARI E I R L,0.0,at_or_above_reference,5465,NEGOCIACIONES MANTARI E.I.R.L.,BOLSAS ZIPLOC 7*10 (BLS100),0.26,0.26,0.0,0.0,100.0,300.0,1.0,2025-10-10
OPTION:5465:NEGOCIACIONES MANTARI E I R L,SINK:5465,0.0,finish_product,5465,NEGOCIACIONES MANTARI E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5466,0.0,start_product,5466,,,,,,,,,,
PRODUCT:5466,OPTION:5466:NEGOCIACIONES MANTARI E I R L,0.0,at_or_above_reference,5466,NEGOCIACIONES MANTARI E.I.R.L.,BOLSAS ZIPLOC 5*8 (BLS100),0.2,0.2,0.0,0.0,100.0,300.0,2.0,2025-12-01
OPTION:5466:NEGOCIACIONES MANTARI E I R L,SINK:5466,0.0,finish_product,5466,NEGOCIACIONES MANTARI E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5467,0.0,start_product,5467,,,,,,,,,,
PRODUCT:5467,OPTION:5467:DIMMED S A C,0.0,at_or_above_reference,5467,DIMMED S.A.C.,PARAFILM SEAFILM,80.0,80.0,0.0,0.0,1.0,6.0,1.0,2025-10-13
OPTION:5467:DIMMED S A C,SINK:5467,0.0,finish_product,5467,DIMMED S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5469,0.0,start_product,5469,,,,,,,,,,
PRODUCT:5469,OPTION:5469:CORPORACION PROMELAB E I R L,-18.75,historical_saving,5469,CORPORACION PROMELAB E.I.R.L.,BALANZA DIGITAL,10.0,28.75,18.75,0.652174,7.0,1250.0,4.0,2026-03-07
OPTION:5469:CORPORACION PROMELAB E I R L,SINK:5469,0.0,finish_product,5469,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5470,0.0,start_product,5470,,,,,,,,,,
PRODUCT:5470,OPTION:5470:CORPORACION PROMELAB E I R L,0.0,at_or_above_reference,5470,CORPORACION PROMELAB E.I.R.L.,PLACA PETRI DE 60*15MM SIN DIVISION PLASTICO (BLS10),3.0,3.0,0.0,0.0,5.0,1250.0,4.0,2025-12-05
OPTION:5470:CORPORACION PROMELAB E I R L,SINK:5470,0.0,finish_product,5470,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5471,0.0,start_product,5471,,,,,,,,,,
PRODUCT:5471,OPTION:5471:CORPORACION PROMELAB E I R L,0.0,at_or_above_reference,5471,CORPORACION PROMELAB E.I.R.L.,PIPETEADOR DE CREMALLERA AMARILLO (PUMP),13.0,13.0,0.0,0.0,1.0,1250.0,1.0,2025-09-30
OPTION:5471:CORPORACION PROMELAB E I R L,SINK:5471,0.0,finish_product,5471,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5472,0.0,start_product,5472,,,,,,,,,,
PRODUCT:5472,OPTION:5472:CORPORACION PROMELAB E I R L,-0.333333,historical_saving,5472,CORPORACION PROMELAB E.I.R.L.,PAPEL FILTRO WHATMAN N41 DIAM 125MM (CJ100),17.0,17.333333,0.333333,0.019231,2.0,1250.0,3.0,2026-01-12
OPTION:5472:CORPORACION PROMELAB E I R L,SINK:5472,0.0,finish_product,5472,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5473,0.0,start_product,5473,,,,,,,,,,
PRODUCT:5473,OPTION:5473:CORPORACION PROMELAB E I R L,0.0,at_or_above_reference,5473,CORPORACION PROMELAB E.I.R.L.,PAPEL FILTRO WHATMAN N4 DIAM 125MM (CJ100),18.0,18.0,0.0,0.0,1.0,1250.0,1.0,2025-10-11
OPTION:5473:CORPORACION PROMELAB E I R L,SINK:5473,0.0,finish_product,5473,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5474,0.0,start_product,5474,,,,,,,,,,
PRODUCT:5474,OPTION:5474:CORPORACION PROMELAB E I R L,0.0,at_or_above_reference,5474,CORPORACION PROMELAB E.I.R.L.,ASA SIEMBRA MULTIFUNCIONAL 1UL/10UL INOCULADOR ESTERIL (BLS 20),2.5,2.5,0.0,0.0,1.0,1250.0,1.0,2025-10-15
OPTION:5474:CORPORACION PROMELAB E I R L,SINK:5474,0.0,finish_product,5474,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5475,0.0,start_product,5475,,,,,,,,,,
PRODUCT:5475,OPTION:5475:CORPORACION PROMELAB E I R L,0.0,at_or_above_reference,5475,CORPORACION PROMELAB E.I.R.L.,MANGO PARA ASA BACTERIOLOGICA (MANGO DE KOLLE),6.0,6.0,0.0,0.0,5.0,1250.0,3.0,2026-04-11
OPTION:5475:CORPORACION PROMELAB E I R L,SINK:5475,0.0,finish_product,5475,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5476,0.0,start_product,5476,,,,,,,,,,
PRODUCT:5476,OPTION:5476:CORPORACION PROMELAB E I R L,0.0,at_or_above_reference,5476,CORPORACION PROMELAB E.I.R.L.,PIPETEADOR DE CREMALLERA ROJO(PUMP) 25ML,13.0,13.0,0.0,0.0,3.0,1250.0,4.0,2026-02-21
OPTION:5476:CORPORACION PROMELAB E I R L,SINK:5476,0.0,finish_product,5476,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5477,0.0,start_product,5477,,,,,,,,,,
PRODUCT:5477,OPTION:5477:MATRAZ PERU E I R L,0.0,at_or_above_reference,5477,MATRAZ PERU E.I.R.L.,CONDUCTIMETRO Y TDS DIGITAL CON SENSOR DE TEMPERATURA,19.0,19.0,0.0,0.0,6.0,1697.0,1.0,2025-10-24
OPTION:5477:MATRAZ PERU E I R L,SINK:5477,0.0,finish_product,5477,MATRAZ PERU E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5478,0.0,start_product,5478,,,,,,,,,,
PRODUCT:5478,OPTION:5478:INVERSIONES AGO S A C,-0.00875,historical_saving,5478,INVERSIONES AGO S.A.C.,FRASCO CILINDRO PET TRANSPARENTE 250ML B28 SIN TAPA,0.42,0.42875,0.00875,0.020408,2112.0,6084.0,8.0,2026-04-14
OPTION:5478:INVERSIONES AGO S A C,SINK:5478,0.0,finish_product,5478,INVERSIONES AGO S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5479,0.0,start_product,5479,,,,,,,,,,
PRODUCT:5479,OPTION:5479:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.0,at_or_above_reference,5479,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,PROBADOR PLASTICO NATURAL CON ATOMIZDOR 10ML,0.628,0.628,0.0,0.0,500.0,2000.0,1.0,2025-10-20
OPTION:5479:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,SINK:5479,0.0,finish_product,5479,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,,,,,,,,,
SOURCE,PRODUCT:5480,0.0,start_product,5480,,,,,,,,,,
PRODUCT:5480,OPTION:5480:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,0.0,at_or_above_reference,5480,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,PROBADOR PLASTICO NATURAL C/GANCHO CON ATOMIZDOR 10ML,0.628,0.628,0.0,0.0,500.0,2000.0,1.0,2025-10-20
OPTION:5480:IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,SINK:5480,0.0,finish_product,5480,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,,,,,,,,,
SOURCE,PRODUCT:5481,0.0,start_product,5481,,,,,,,,,,
PRODUCT:5481,OPTION:5481:INVERSIONES AGO S A C,0.0,at_or_above_reference,5481,INVERSIONES AGO S.A.C.,ENVASE PEAD BIDON *20LT VERDE C/TAPA Y TAPON,7.5,7.5,0.0,0.0,1.0,6084.0,1.0,2025-09-11
OPTION:5481:INVERSIONES AGO S A C,SINK:5481,0.0,finish_product,5481,INVERSIONES AGO S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5482,0.0,start_product,5482,,,,,,,,,,
PRODUCT:5482,OPTION:5482:ENVASES DEL PERU WILDOR EIRL,0.0,at_or_above_reference,5482,ENVASES DEL PERU WILDOR EIRL,FRASCO VIDRIO 85ML T/43 C/TAPA PLASTICO N43 BLANCO,0.77075,0.77075,0.0,0.0,320.0,823.0,1.0,2025-10-21
OPTION:5482:ENVASES DEL PERU WILDOR EIRL,SINK:5482,0.0,finish_product,5482,ENVASES DEL PERU WILDOR EIRL,,,,,,,,,
SOURCE,PRODUCT:5485,0.0,start_product,5485,,,,,,,,,,
PRODUCT:5485,OPTION:5485:ESNA MEDIC INVERSIONES S A C,0.0,at_or_above_reference,5485,ESNA MEDIC INVERSIONES S.A.C.,GOTERO VIDRIO AZUL 5ML C/TAPA Y CHUPON,0.8,0.8,0.0,0.0,100.0,3650.0,1.0,2025-11-06
OPTION:5485:ESNA MEDIC INVERSIONES S A C,SINK:5485,0.0,finish_product,5485,ESNA MEDIC INVERSIONES S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5486,0.0,start_product,5486,,,,,,,,,,
PRODUCT:5486,OPTION:5486:CORPORACION PROMELAB E I R L,-1.666667,historical_saving,5486,CORPORACION PROMELAB E.I.R.L.,VASO COPLIN PARA 5 LAMINAS VERTICAL,15.0,16.666667,1.666667,0.1,10.0,1250.0,3.0,2025-11-13
OPTION:5486:CORPORACION PROMELAB E I R L,SINK:5486,0.0,finish_product,5486,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5487,0.0,start_product,5487,,,,,,,,,,
PRODUCT:5487,OPTION:5487:CORPORACION PROMELAB E I R L,0.0,at_or_above_reference,5487,CORPORACION PROMELAB E.I.R.L.,CRISOL 40ML,5.0,5.0,0.0,0.0,1.0,1250.0,1.0,2025-11-04
OPTION:5487:CORPORACION PROMELAB E I R L,SINK:5487,0.0,finish_product,5487,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5488,0.0,start_product,5488,,,,,,,,,,
PRODUCT:5488,OPTION:5488:ESNA MEDIC INVERSIONES S A C,-0.175,historical_saving,5488,ESNA MEDIC INVERSIONES S.A.C.,FRASCO GOTERO VIDRIO TRANSPARENTE 50ML C/TAPA Y CHUPON,1.4,1.575,0.175,0.111111,50.0,3650.0,1.0,2025-11-11
OPTION:5488:ESNA MEDIC INVERSIONES S A C,SINK:5488,0.0,finish_product,5488,ESNA MEDIC INVERSIONES S.A.C.,,,,,,,,,
PRODUCT:5488,OPTION:5488:COMERCIAL FERRETERA SARASARA S A C,0.125,at_or_above_reference,5488,COMERCIAL FERRETERA SARASARA S.A.C.,FRASCO GOTERO VIDRIO TRANSPARENTE 50ML C/TAPA Y CHUPON,1.7,1.575,-0.125,-0.079365,550.0,4424.0,2.0,2026-02-03
OPTION:5488:COMERCIAL FERRETERA SARASARA S A C,SINK:5488,0.0,finish_product,5488,COMERCIAL FERRETERA SARASARA S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5489,0.0,start_product,5489,,,,,,,,,,
PRODUCT:5489,OPTION:5489:CORPORACION PROMELAB E I R L,0.0,at_or_above_reference,5489,CORPORACION PROMELAB E.I.R.L.,"GRADILLA MULTIFUNCIONAL PARA TUBOS CONICOS DE 10ML, 15ML Y 50ML",10.0,10.0,0.0,0.0,2.0,1250.0,1.0,2025-11-12
OPTION:5489:CORPORACION PROMELAB E I R L,SINK:5489,0.0,finish_product,5489,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5490,0.0,start_product,5490,,,,,,,,,,
PRODUCT:5490,OPTION:5490:CORPORACION PROMELAB E I R L,0.0,at_or_above_reference,5490,CORPORACION PROMELAB E.I.R.L.,VASO GRADUADO DE PLASTICO 500ML,3.0,3.0,0.0,0.0,1.0,1250.0,1.0,2025-11-12
OPTION:5490:CORPORACION PROMELAB E I R L,SINK:5490,0.0,finish_product,5490,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5491,0.0,start_product,5491,,,,,,,,,,
PRODUCT:5491,OPTION:5491:CORPORACION PROMELAB E I R L,0.0,at_or_above_reference,5491,CORPORACION PROMELAB E.I.R.L.,PIPETAS PASTEUR ESTRILES 1ML BX100,0.15,0.15,0.0,0.0,100.0,1250.0,2.0,2026-03-03
OPTION:5491:CORPORACION PROMELAB E I R L,SINK:5491,0.0,finish_product,5491,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5492,0.0,start_product,5492,,,,,,,,,,
PRODUCT:5492,OPTION:5492:CORPORACION PROMELAB E I R L,0.0,at_or_above_reference,5492,CORPORACION PROMELAB E.I.R.L.,SOPORTE DE BURETA O ABRAZADERA DE METAL,20.0,20.0,0.0,0.0,1.0,1250.0,1.0,2025-11-08
OPTION:5492:CORPORACION PROMELAB E I R L,SINK:5492,0.0,finish_product,5492,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5493,0.0,start_product,5493,,,,,,,,,,
PRODUCT:5493,OPTION:5493:CORPORACION PROMELAB E I R L,0.0,at_or_above_reference,5493,CORPORACION PROMELAB E.I.R.L.,PAPEL FILTRO WHATMAN N42 DIAM 125MM (CJ100),17.0,17.0,0.0,0.0,1.0,1250.0,1.0,2025-11-08
OPTION:5493:CORPORACION PROMELAB E I R L,SINK:5493,0.0,finish_product,5493,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5494,0.0,start_product,5494,,,,,,,,,,
PRODUCT:5494,OPTION:5494:CRISTOFER IMPORT EIRL,-0.15,historical_saving,5494,CRISTOFER IMPORT EIRL,CEPILLO DE LIMPIEZA PARA TUBO DE ENSAYO 16*150MM,2.2,2.35,0.15,0.06383,10.0,300.0,1.0,2025-10-20
OPTION:5494:CRISTOFER IMPORT EIRL,SINK:5494,0.0,finish_product,5494,CRISTOFER IMPORT EIRL,,,,,,,,,
PRODUCT:5494,OPTION:5494:RIVERA BAILON CIRO FELIX,0.15,at_or_above_reference,5494,RIVERA BAILON CIRO FELIX,CEPILLO DE LIMPIEZA PARA TUBO DE ENSAYO 16*150MM,2.5,2.35,-0.15,-0.06383,6.0,62.0,1.0,2026-03-20
OPTION:5494:RIVERA BAILON CIRO FELIX,SINK:5494,0.0,finish_product,5494,RIVERA BAILON CIRO FELIX,,,,,,,,,
SOURCE,PRODUCT:5495,0.0,start_product,5495,,,,,,,,,,
PRODUCT:5495,OPTION:5495:COMERCIAL FERRETERA SARASARA S A C,0.0,at_or_above_reference,5495,COMERCIAL FERRETERA SARASARA S.A.C.,FRASCO PLASTICO INSECTICIDA 250ML C/TAPA Y TAPON,2.35,2.35,0.0,0.0,50.0,4424.0,1.0,2025-11-25
OPTION:5495:COMERCIAL FERRETERA SARASARA S A C,SINK:5495,0.0,finish_product,5495,COMERCIAL FERRETERA SARASARA S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5496,0.0,start_product,5496,,,,,,,,,,
PRODUCT:5496,OPTION:5496:CORPORACION PROMELAB E I R L,0.0,at_or_above_reference,5496,CORPORACION PROMELAB E.I.R.L.,VASO DE PLASTICO 500ML,3.0,3.0,0.0,0.0,5.0,1250.0,1.0,2025-11-13
OPTION:5496:CORPORACION PROMELAB E I R L,SINK:5496,0.0,finish_product,5496,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5497,0.0,start_product,5497,,,,,,,,,,
PRODUCT:5497,OPTION:5497:BIO CHEMICALSS S A C,0.0,at_or_above_reference,5497,BIO CHEMICALSS S.A.C.,CAJA PARA PORTAOBJETOS *25UND,5.0,5.0,0.0,0.0,3.0,500.0,1.0,2025-11-13
OPTION:5497:BIO CHEMICALSS S A C,SINK:5497,0.0,finish_product,5497,BIO CHEMICALSS S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5498,0.0,start_product,5498,,,,,,,,,,
PRODUCT:5498,OPTION:5498:MULTIGLASS PLASTIC E I R L,-0.1,historical_saving,5498,MULTIGLASS & PLASTIC E.I.R.L.,FRASCO PET AMBAR 120ML C/TAPA Y TAPON N28,0.7,0.8,0.1,0.125,100.0,2350.0,2.0,2026-04-15
OPTION:5498:MULTIGLASS PLASTIC E I R L,SINK:5498,0.0,finish_product,5498,MULTIGLASS & PLASTIC E.I.R.L.,,,,,,,,,
PRODUCT:5498,OPTION:5498:VIPLASTIC S A C,0.0,at_or_above_reference,5498,VIPLASTIC S.A.C.,FRASCO PET AMBAR 120ML C/TAPA Y TAPON N28,0.8,0.8,0.0,0.0,50.0,250.0,1.0,2025-11-13
OPTION:5498:VIPLASTIC S A C,SINK:5498,0.0,finish_product,5498,VIPLASTIC S.A.C.,,,,,,,,,
PRODUCT:5498,OPTION:5498:COMERCIAL FERRETERA SARASARA S A C,0.02,at_or_above_reference,5498,COMERCIAL FERRETERA SARASARA S.A.C.,FRASCO PET AMBAR 120ML C/TAPA Y TAPON N28,0.82,0.8,-0.02,-0.025,150.0,4424.0,1.0,2026-01-12
OPTION:5498:COMERCIAL FERRETERA SARASARA S A C,SINK:5498,0.0,finish_product,5498,COMERCIAL FERRETERA SARASARA S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5499,0.0,start_product,5499,,,,,,,,,,
PRODUCT:5499,OPTION:5499:ENVIPLAST E I R L,0.0,at_or_above_reference,5499,ENVIPLAST E.I.R.L.,POTE DOBLE FONDO BLANCO IMPORTADO 60GR C/TAPA Y LAINA,2.0,2.0,0.0,0.0,50.0,2050.0,1.0,2025-08-27
OPTION:5499:ENVIPLAST E I R L,SINK:5499,0.0,finish_product,5499,ENVIPLAST E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5500,0.0,start_product,5500,,,,,,,,,,
PRODUCT:5500,OPTION:5500:CORPORACION PROMELAB E I R L,0.0,at_or_above_reference,5500,CORPORACION PROMELAB E.I.R.L.,"GRADILLA PARA CRIOVIALES TAPA PRESION (EPPENDORF) 0.5ML, 1.5ML Y 2ML",15.0,15.0,0.0,0.0,1.0,1250.0,1.0,2025-07-12
OPTION:5500:CORPORACION PROMELAB E I R L,SINK:5500,0.0,finish_product,5500,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5501,0.0,start_product,5501,,,,,,,,,,
PRODUCT:5501,OPTION:5501:CORPORACION PROMELAB E I R L,0.0,at_or_above_reference,5501,CORPORACION PROMELAB E.I.R.L.,LANCETERO NIPRO PREMIER UNIVERSAL,8.0,8.0,0.0,0.0,1.0,1250.0,1.0,2025-07-12
OPTION:5501:CORPORACION PROMELAB E I R L,SINK:5501,0.0,finish_product,5501,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5502,0.0,start_product,5502,,,,,,,,,,
PRODUCT:5502,OPTION:5502:ESNA MEDIC INVERSIONES S A C,0.0,at_or_above_reference,5502,ESNA MEDIC INVERSIONES S.A.C.,VIAL VIDRIO AMBAR 50ML B20,1.0,1.0,0.0,0.0,60.0,3650.0,1.0,2025-11-19
OPTION:5502:ESNA MEDIC INVERSIONES S A C,SINK:5502,0.0,finish_product,5502,ESNA MEDIC INVERSIONES S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5503,0.0,start_product,5503,,,,,,,,,,
PRODUCT:5503,OPTION:5503:COMERCIAL FERRETERA SARASARA S A C,0.0,at_or_above_reference,5503,COMERCIAL FERRETERA SARASARA S.A.C.,PRECINTO DE ALUMINIO PLATEADO #20,0.045,0.045,0.0,0.0,400.0,4424.0,3.0,2026-01-28
OPTION:5503:COMERCIAL FERRETERA SARASARA S A C,SINK:5503,0.0,finish_product,5503,COMERCIAL FERRETERA SARASARA S.A.C.,,,,,,,,,
PRODUCT:5503,OPTION:5503:ENVIPLAST E I R L,0.0,at_or_above_reference,5503,ENVIPLAST E.I.R.L.,PRECINTO DE ALUMINIO PLATEADO #20,0.045,0.045,0.0,0.0,100.0,2050.0,1.0,2026-03-21
OPTION:5503:ENVIPLAST E I R L,SINK:5503,0.0,finish_product,5503,ENVIPLAST E.I.R.L.,,,,,,,,,
PRODUCT:5503,OPTION:5503:ESNA MEDIC INVERSIONES S A C,0.0,at_or_above_reference,5503,ESNA MEDIC INVERSIONES S.A.C.,PRECINTO DE ALUMINIO PLATEADO #20,0.045,0.045,0.0,0.0,60.0,3650.0,1.0,2025-11-19
OPTION:5503:ESNA MEDIC INVERSIONES S A C,SINK:5503,0.0,finish_product,5503,ESNA MEDIC INVERSIONES S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5505,0.0,start_product,5505,,,,,,,,,,
PRODUCT:5505,OPTION:5505:VIPLASTIC S A C,0.0,at_or_above_reference,5505,VIPLASTIC S.A.C.,CUCHARA PLASTICO 10GR,0.4,0.4,0.0,0.0,100.0,250.0,1.0,2025-11-24
OPTION:5505:VIPLASTIC S A C,SINK:5505,0.0,finish_product,5505,VIPLASTIC S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5506,0.0,start_product,5506,,,,,,,,,,
PRODUCT:5506,OPTION:5506:COMERCIAL FERRETERA SARASARA S A C,0.0,at_or_above_reference,5506,COMERCIAL FERRETERA SARASARA S.A.C.,LAINA PLASTICO N58,0.1,0.1,0.0,0.0,500.0,4424.0,2.0,2025-12-27
OPTION:5506:COMERCIAL FERRETERA SARASARA S A C,SINK:5506,0.0,finish_product,5506,COMERCIAL FERRETERA SARASARA S.A.C.,,,,,,,,,
PRODUCT:5506,OPTION:5506:ENVIPLAST E I R L,0.0,at_or_above_reference,5506,ENVIPLAST E.I.R.L.,LAINA PLASTICO N58,0.1,0.1,0.0,0.0,100.0,2050.0,1.0,2026-03-31
OPTION:5506:ENVIPLAST E I R L,SINK:5506,0.0,finish_product,5506,ENVIPLAST E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5507,0.0,start_product,5507,,,,,,,,,,
PRODUCT:5507,OPTION:5507:COMERCIAL FERRETERA SARASARA S A C,0.0,at_or_above_reference,5507,COMERCIAL FERRETERA SARASARA S.A.C.,FRASCO GOTERO VIDRIO AZUL 100ML C/TAPA Y CHUPON,1.6,1.6,0.0,0.0,30.0,4424.0,1.0,2025-11-25
OPTION:5507:COMERCIAL FERRETERA SARASARA S A C,SINK:5507,0.0,finish_product,5507,COMERCIAL FERRETERA SARASARA S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5508,0.0,start_product,5508,,,,,,,,,,
PRODUCT:5508,OPTION:5508:COMERCIAL FERRETERA SARASARA S A C,0.0,at_or_above_reference,5508,COMERCIAL FERRETERA SARASARA S.A.C.,FRASCO GOTERO VIDRIO VERDE 50ML C/TAPA Y CHUPON,1.5,1.5,0.0,0.0,30.0,4424.0,1.0,2025-11-25
OPTION:5508:COMERCIAL FERRETERA SARASARA S A C,SINK:5508,0.0,finish_product,5508,COMERCIAL FERRETERA SARASARA S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5509,0.0,start_product,5509,,,,,,,,,,
PRODUCT:5509,OPTION:5509:COMERCIAL FERRETERA SARASARA S A C,0.0,at_or_above_reference,5509,COMERCIAL FERRETERA SARASARA S.A.C.,TUBO COLAPSIBLE 30ML NATURAL C/TAPA,1.3,1.3,0.0,0.0,100.0,4424.0,3.0,2026-02-13
OPTION:5509:COMERCIAL FERRETERA SARASARA S A C,SINK:5509,0.0,finish_product,5509,COMERCIAL FERRETERA SARASARA S.A.C.,,,,,,,,,
PRODUCT:5509,OPTION:5509:ENVIPLAST E I R L,0.0,at_or_above_reference,5509,ENVIPLAST E.I.R.L.,TUBO COLAPSIBLE 30ML NATURAL C/TAPA,1.3,1.3,0.0,0.0,238.0,2050.0,2.0,2026-03-14
OPTION:5509:ENVIPLAST E I R L,SINK:5509,0.0,finish_product,5509,ENVIPLAST E.I.R.L.,,,,,,,,,
SOURCE,PRODUCT:5510,0.0,start_product,5510,,,,,,,,,,
PRODUCT:5510,OPTION:5510:COMERCIAL FERRETERA SARASARA S A C,0.0,at_or_above_reference,5510,COMERCIAL FERRETERA SARASARA S.A.C.,POTE DOBLE FONDO BLANCO IMPORTADO 120GR C/TAPA Y LAINA,2.7,2.7,0.0,0.0,50.0,4424.0,2.0,2025-12-06
OPTION:5510:COMERCIAL FERRETERA SARASARA S A C,SINK:5510,0.0,finish_product,5510,COMERCIAL FERRETERA SARASARA S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5511,0.0,start_product,5511,,,,,,,,,,
PRODUCT:5511,OPTION:5511:COMERCIAL FERRETERA SARASARA S A C,0.0,at_or_above_reference,5511,COMERCIAL FERRETERA SARASARA S.A.C.,POTE PET TRANSPARENTE 750ML C/TAPA,2.2,2.2,0.0,0.0,100.0,4424.0,1.0,2026-01-01
OPTION:5511:COMERCIAL FERRETERA SARASARA S A C,SINK:5511,0.0,finish_product,5511,COMERCIAL FERRETERA SARASARA S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5512,0.0,start_product,5512,,,,,,,,,,
PRODUCT:5512,OPTION:5512:ENVASES DEL PERU WILDOR EIRL,-0.023611,historical_saving,5512,ENVASES DEL PERU WILDOR EIRL,FRASCO VIDRIO TRANSPARENTE 370 RECTO P-L T/63,1.566667,1.590278,0.023611,0.014847,360.0,823.0,2.0,2025-11-24
OPTION:5512:ENVASES DEL PERU WILDOR EIRL,SINK:5512,0.0,finish_product,5512,ENVASES DEL PERU WILDOR EIRL,,,,,,,,,
SOURCE,PRODUCT:5513,0.0,start_product,5513,,,,,,,,,,
PRODUCT:5513,OPTION:5513:BIO CHEMICALSS S A C,0.0,at_or_above_reference,5513,BIO CHEMICALSS S.A.C.,TUBO ENSAYO PYREX 13*100 (BX250) 10ml,0.35,0.35,0.0,0.0,250.0,500.0,1.0,2026-04-16
OPTION:5513:BIO CHEMICALSS S A C,SINK:5513,0.0,finish_product,5513,BIO CHEMICALSS S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5514,0.0,start_product,5514,,,,,,,,,,
PRODUCT:5514,OPTION:5514:CORPORACION PROMELAB E I R L,-5.833334,historical_saving,5514,CORPORACION PROMELAB E.I.R.L.,PIPETA SEREOLOGICA GRADUADA VIDRIO 25ML,6.0,11.8333335,5.833334,0.492958,2.0,1250.0,3.0,2026-04-06
OPTION:5514:CORPORACION PROMELAB E I R L,SINK:5514,0.0,finish_product,5514,CORPORACION PROMELAB E.I.R.L.,,,,,,,,,
PRODUCT:5514,OPTION:5514:BIO CHEMICALSS S A C,5.166666,at_or_above_reference,5514,BIO CHEMICALSS S.A.C.,PIPETA SEREOLOGICA GRADUADA VIDRIO 25ML,17.0,11.8333335,-5.166666,-0.43662,12.0,500.0,1.0,2026-04-29
OPTION:5514:BIO CHEMICALSS S A C,SINK:5514,0.0,finish_product,5514,BIO CHEMICALSS S.A.C.,,,,,,,,,
SOURCE,PRODUCT:5515,0.0,start_product,5515,,,,,,,,,,
