product_id,product_name,product_type,subtype,material,color,capacity_value,capacity_unit,mouth_size_mm,size_text,closure_type,accessory,shape,feature,brand,use_category,material_family,keywords,confidence,attribute_confidence,extraction_method,rules_version,attribute_evidence
5479,PROBADOR PLASTICO NATURAL CON ATOMIZDOR 10ML,,,PLASTICO,NATURAL,10.0,ML,,,,,,,,general,PLASTICO,"[""PROBADOR"", ""PLASTICO"", ""NATURAL"", ""ATOMIZDOR"", ""10ML""]",0.8575,"{""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""NATURAL"", ""capacity"": ""10ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5480,PROBADOR PLASTICO NATURAL C/GANCHO CON ATOMIZDOR 10ML,,,PLASTICO,NATURAL,10.0,ML,,,,,,,,general,PLASTICO,"[""PROBADOR"", ""PLASTICO"", ""NATURAL"", ""GANCHO"", ""ATOMIZDOR"", ""10ML""]",0.8575,"{""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""NATURAL"", ""capacity"": ""10ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5481,ENVASE PEAD BIDON *20LT VERDE C/TAPA Y TAPON,frasco,,PEAD,VERDE,20.0,L,,,,tapa,,,,empaque_envase,POLIETILENO,"[""ENVASE"", ""PEAD"", ""BIDON"", ""20LT"", ""VERDE"", ""TAPA"", ""TAPON""]",0.91,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PEAD"", ""color"": ""VERDE"", ""capacity"": ""20LT"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5482,FRASCO VIDRIO 85ML T/43 C/TAPA PLASTICO N43 BLANCO,frasco,,PLASTICO,BLANCO,85.0,ML,43.0,,,tapa,,,,empaque_envase,PLASTICO,"[""FRASCO"", ""VIDRIO"", ""85ML"", ""T"", ""43"", ""TAPA"", ""PLASTICO"", ""N43""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": ""BLANCO"", ""capacity"": ""85ML"", ""mouth_size"": ""T 43 "", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5483,PLACA PETRI PLASTICO 100*15MM,,placa_petri,PLASTICO,,,,,,,,,,,general,PLASTICO,"[""PLACA"", ""PETRI"", ""PLASTICO"", ""100"", ""15MM""]",0.7967,"{""subtype"": 0.85, ""material"": 0.94, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": ""PETRI"", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5484,PLACA PETRI PLASTICO 150*15MM,,placa_petri,PLASTICO,,,,,,,,,,,general,PLASTICO,"[""PLACA"", ""PETRI"", ""PLASTICO"", ""150"", ""15MM""]",0.7967,"{""subtype"": 0.85, ""material"": 0.94, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": ""PETRI"", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5485,GOTERO VIDRIO AZUL 5ML C/TAPA Y CHUPON,gotero,chupon,VIDRIO,AZUL,5.0,ML,,,chupon,chupon|tapa,,,,general,VIDRIO,"[""GOTERO"", ""VIDRIO"", ""AZUL"", ""5ML"", ""TAPA"", ""CHUPON""]",0.8914,"{""product_type"": 0.95, ""subtype"": 0.94, ""accessory"": 0.92, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""GOTERO"", ""subtype"": ""CHUPON"", ""accessory"": ""CHUPON|TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""AZUL"", ""capacity"": ""5ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5486,VASO COPLIN PARA 5 LAMINAS VERTICAL,,,,,,,,,,,,,,general,,"[""VASO"", ""COPLIN"", ""5"", ""LAMINAS"", ""VERTICAL""]",0.6,"{""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5487,CRISOL 40ML,,,,,40.0,ML,,,,,,,,general,,"[""CRISOL"", ""40ML""]",0.775,"{""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": ""40ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5488,FRASCO GOTERO VIDRIO TRANSPARENTE 50ML C/TAPA Y CHUPON,gotero,chupon,VIDRIO,TRANSPARENTE,50.0,ML,,,chupon,chupon|tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""GOTERO"", ""VIDRIO"", ""TRANSPARENTE"", ""50ML"", ""TAPA"", ""CHUPON""]",0.9229,"{""product_type"": 0.95, ""subtype"": 0.94, ""accessory"": 0.92, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""GOTERO"", ""subtype"": ""CHUPON"", ""accessory"": ""CHUPON|TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""TRANSPARENTE"", ""capacity"": ""50ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5489,"GRADILLA MULTIFUNCIONAL PARA TUBOS CONICOS DE 10ML, 15ML Y 50ML",accesorio,,,,10.0,ML,,,,,,,,general,,"[""GRADILLA"", ""MULTIFUNCIONAL"", ""TUBOS"", ""CONICOS"", ""10ML"", ""15ML"", ""50ML""]",0.81,"{""product_type"": 0.88, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""PISETA,GRADILLA,TALQUERA,PROBETA,PROPIPETA"", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": ""10ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5490,VASO GRADUADO DE PLASTICO 500ML,,,PLASTICO,,500.0,ML,,,,,,graduado,,general,PLASTICO,"[""VASO"", ""GRADUADO"", ""PLASTICO"", ""500ML""]",0.8475,"{""feature"": 0.9, ""material"": 0.94, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": ""GRADUADO,GRADUADA"", ""material"": ""PLASTICO"", ""color"": """", ""capacity"": ""500ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5491,PIPETAS PASTEUR ESTRILES 1ML BX100,,,,,1.0,ML,,,,,,,,general,,"[""PIPETAS"", ""PASTEUR"", ""ESTRILES"", ""1ML"", ""BX100""]",0.775,"{""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": ""1ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5492,SOPORTE DE BURETA O ABRAZADERA DE METAL,,,METAL,,,,,,,,,,,general,METAL,"[""SOPORTE"", ""BURETA"", ""O"", ""ABRAZADERA"", ""METAL""]",0.77,"{""material"": 0.94, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": ""METAL"", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5493,PAPEL FILTRO WHATMAN N42 DIAM 125MM (CJ100),,,PAPEL,,,,42.0,,,,,,,general,PAPEL_CARTON,"[""PAPEL"", ""FILTRO"", ""WHATMAN"", ""N42"", ""DIAM"", ""125MM"", ""CJ100""]",0.82,"{""material"": 0.94, ""mouth_size"": 0.92, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": ""PAPEL"", ""color"": """", ""capacity"": """", ""mouth_size"": ""N42 "", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5494,CEPILLO DE LIMPIEZA PARA TUBO DE ENSAYO 16*150MM,tubo,tubo_de_ensayo,,,,,,,,,,,,general,,"[""CEPILLO"", ""LIMPIEZA"", ""TUBO"", ""ENSAYO"", ""16"", ""150MM""]",0.7833,"{""product_type"": 0.9, ""subtype"": 0.85, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""TUBO,TUBOS"", ""subtype"": ""ENSAYO"", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5495,FRASCO PLASTICO INSECTICIDA 250ML C/TAPA Y TAPON,frasco,,PLASTICO,,250.0,ML,,,,tapa,,,,empaque_envase,PLASTICO,"[""FRASCO"", ""PLASTICO"", ""INSECTICIDA"", ""250ML"", ""TAPA"", ""TAPON""]",0.904,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": """", ""capacity"": ""250ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5496,VASO DE PLASTICO 500ML,,,PLASTICO,,500.0,ML,,,,,,,,general,PLASTICO,"[""VASO"", ""PLASTICO"", ""500ML""]",0.83,"{""material"": 0.94, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": """", ""capacity"": ""500ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5497,CAJA PARA PORTAOBJETOS *25UND,caja,,,,,,,,,,,,,empaque_envase,,"[""CAJA"", ""PORTAOBJETOS"", ""25UND""]",0.86,"{""product_type"": 0.9, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""CAJA,CAJAS"", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5498,FRASCO PET AMBAR 120ML C/TAPA Y TAPON N28,frasco,,PET,AMBAR,120.0,ML,28.0,,,tapa,,,,empaque_envase,POLIETILENO TEREFTALATO,"[""FRASCO"", ""PET"", ""AMBAR"", ""120ML"", ""TAPA"", ""TAPON"", ""N28""]",0.9114,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PET"", ""color"": ""AMBAR"", ""capacity"": ""120ML"", ""mouth_size"": ""N28"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5499,POTE DOBLE FONDO BLANCO IMPORTADO 60GR C/TAPA Y LAINA,pote,laina,,BLANCO,60.0,GR,,,,laina|tapa,,importado,,empaque_envase,,"[""POTE"", ""DOBLE"", ""FONDO"", ""BLANCO"", ""IMPORTADO"", ""60GR"", ""TAPA"", ""LAINA""]",0.8929,"{""product_type"": 0.92, ""subtype"": 0.92, ""accessory"": 0.9, ""feature"": 0.8, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""POTE,CREMERO"", ""subtype"": ""LAINA"", ""accessory"": ""LAINA|TAPA,TAPON"", ""shape"": """", ""feature"": ""IMPORTADO,IMPORTADA"", ""material"": """", ""color"": ""BLANCO"", ""capacity"": ""60GR"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5500,"GRADILLA PARA CRIOVIALES TAPA PRESION (EPPENDORF) 0.5ML, 1.5ML Y 2ML",accesorio,,,,5.0,ML,,,,tapa,,,,general,,"[""GRADILLA"", ""CRIOVIALES"", ""TAPA"", ""PRESION"", ""EPPENDORF"", ""0"", ""5ML"", ""1""]",0.8275,"{""product_type"": 0.88, ""accessory"": 0.88, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""PISETA,GRADILLA,TALQUERA,PROBETA,PROPIPETA"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": ""5ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5501,LANCETERO NIPRO PREMIER UNIVERSAL,,,,,,,,,,,,,,general,,"[""LANCETERO"", ""NIPRO"", ""PREMIER"", ""UNIVERSAL""]",0.6,"{""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5502,VIAL VIDRIO AMBAR 50ML B20,,vial,VIDRIO,AMBAR,50.0,ML,20.0,,,,,,,general,VIDRIO,"[""VIAL"", ""VIDRIO"", ""AMBAR"", ""50ML"", ""B20""]",0.8717,"{""subtype"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": ""VIAL"", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""AMBAR"", ""capacity"": ""50ML"", ""mouth_size"": ""B20"", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5503,PRECINTO DE ALUMINIO PLATEADO #20,,,ALUMINIO,PLATEADO,,,,,,,,,,general,METAL,"[""PRECINTO"", ""ALUMINIO"", ""PLATEADO"", ""20""]",0.8267,"{""material"": 0.94, ""color"": 0.94, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": ""ALUMINIO"", ""color"": ""PLATEADO"", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5504,FRASCO BULLET 250 ML C/TAPA ATOMIZADOR B/24,frasco,atomizador,,,250.0,ML,24.0,,atomizador,tapa,,,,cosmetica,,"[""FRASCO"", ""BULLET"", ""250"", ""ML"", ""TAPA"", ""ATOMIZADOR"", ""B"", ""24""]",0.92,"{""product_type"": 0.93, ""subtype"": 0.95, ""accessory"": 0.88, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.89}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": ""ATOMIZADOR,SPRAY"", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": ""250 ML"", ""mouth_size"": ""B 24"", ""size_text"": """", ""use_category"": ""RIMEL,LIPSTICK,CREMERO,COSMET,BULLET,AIRLESS"", ""brand"": """"}"
5505,CUCHARA PLASTICO 10GR,,,PLASTICO,,10.0,GR,,,,,,,,general,PLASTICO,"[""CUCHARA"", ""PLASTICO"", ""10GR""]",0.83,"{""material"": 0.94, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": """", ""capacity"": ""10GR"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5506,LAINA PLASTICO N58,,laina,PLASTICO,,,,58.0,,,laina,,,,general,PLASTICO,"[""LAINA"", ""PLASTICO"", ""N58""]",0.856,"{""subtype"": 0.92, ""accessory"": 0.9, ""material"": 0.94, ""mouth_size"": 0.92, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": ""LAINA"", ""accessory"": ""LAINA"", ""shape"": """", ""feature"": """", ""material"": ""PLASTICO"", ""color"": """", ""capacity"": """", ""mouth_size"": ""N58"", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5507,FRASCO GOTERO VIDRIO AZUL 100ML C/TAPA Y CHUPON,gotero,chupon,VIDRIO,AZUL,100.0,ML,,,chupon,chupon|tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""GOTERO"", ""VIDRIO"", ""AZUL"", ""100ML"", ""TAPA"", ""CHUPON""]",0.9229,"{""product_type"": 0.95, ""subtype"": 0.94, ""accessory"": 0.92, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""GOTERO"", ""subtype"": ""CHUPON"", ""accessory"": ""CHUPON|TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""AZUL"", ""capacity"": ""100ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5508,FRASCO GOTERO VIDRIO VERDE 50ML C/TAPA Y CHUPON,gotero,chupon,VIDRIO,VERDE,50.0,ML,,,chupon,chupon|tapa,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""GOTERO"", ""VIDRIO"", ""VERDE"", ""50ML"", ""TAPA"", ""CHUPON""]",0.9229,"{""product_type"": 0.95, ""subtype"": 0.94, ""accessory"": 0.92, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""GOTERO"", ""subtype"": ""CHUPON"", ""accessory"": ""CHUPON|TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""VERDE"", ""capacity"": ""50ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5509,TUBO COLAPSIBLE 30ML NATURAL C/TAPA,tubo,,,NATURAL,30.0,ML,,,,tapa,,,,general,,"[""TUBO"", ""COLAPSIBLE"", ""30ML"", ""NATURAL"", ""TAPA""]",0.854,"{""product_type"": 0.9, ""accessory"": 0.88, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""TUBO,TUBOS"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": """", ""color"": ""NATURAL"", ""capacity"": ""30ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5510,POTE DOBLE FONDO BLANCO IMPORTADO 120GR C/TAPA Y LAINA,pote,laina,,BLANCO,120.0,GR,,,,laina|tapa,,importado,,empaque_envase,,"[""POTE"", ""DOBLE"", ""FONDO"", ""BLANCO"", ""IMPORTADO"", ""120GR"", ""TAPA"", ""LAINA""]",0.8929,"{""product_type"": 0.92, ""subtype"": 0.92, ""accessory"": 0.9, ""feature"": 0.8, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""POTE,CREMERO"", ""subtype"": ""LAINA"", ""accessory"": ""LAINA|TAPA,TAPON"", ""shape"": """", ""feature"": ""IMPORTADO,IMPORTADA"", ""material"": """", ""color"": ""BLANCO"", ""capacity"": ""120GR"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5511,POTE PET TRANSPARENTE 750ML C/TAPA,pote,,PET,TRANSPARENTE,750.0,ML,,,,tapa,,,,empaque_envase,POLIETILENO TEREFTALATO,"[""POTE"", ""PET"", ""TRANSPARENTE"", ""750ML"", ""TAPA""]",0.9083,"{""product_type"": 0.92, ""accessory"": 0.88, ""material"": 0.94, ""color"": 0.94, ""capacity"": 0.95, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""POTE,CREMERO"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PET"", ""color"": ""TRANSPARENTE"", ""capacity"": ""750ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5512,FRASCO VIDRIO TRANSPARENTE 370 RECTO P-L T/63,frasco,,VIDRIO,TRANSPARENTE,,,63.0,,,,,,,empaque_envase,VIDRIO,"[""FRASCO"", ""VIDRIO"", ""TRANSPARENTE"", ""370"", ""RECTO"", ""P"", ""L"", ""T""]",0.91,"{""product_type"": 0.93, ""material"": 0.94, ""color"": 0.94, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": ""TRANSPARENTE"", ""capacity"": """", ""mouth_size"": ""T 63"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5513,TUBO ENSAYO PYREX 13*100 (BX250) 10ml,tubo,tubo_de_ensayo,,,10.0,ML,,,,,,,,general,,"[""TUBO"", ""ENSAYO"", ""PYREX"", ""13"", ""100"", ""BX250"", ""10ML""]",0.825,"{""product_type"": 0.9, ""subtype"": 0.85, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": ""TUBO,TUBOS"", ""subtype"": ""ENSAYO"", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": ""10ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5514,PIPETA SEREOLOGICA GRADUADA VIDRIO 25ML,,,VIDRIO,,25.0,ML,,,,,,graduado,,general,VIDRIO,"[""PIPETA"", ""SEREOLOGICA"", ""GRADUADA"", ""VIDRIO"", ""25ML""]",0.8475,"{""feature"": 0.9, ""material"": 0.94, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": ""GRADUADO,GRADUADA"", ""material"": ""VIDRIO"", ""color"": """", ""capacity"": ""25ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5515,FIOLA DE VIDRIO 250ML,,,VIDRIO,,250.0,ML,,,,,,,,general,VIDRIO,"[""FIOLA"", ""VIDRIO"", ""250ML""]",0.83,"{""material"": 0.94, ""capacity"": 0.95, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": """", ""capacity"": ""250ML"", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5516,FIOLA DE VIDRIO 500,,,VIDRIO,,,,,,,,,,,general,VIDRIO,"[""FIOLA"", ""VIDRIO"", ""500""]",0.77,"{""material"": 0.94, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": ""VIDRIO"", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5517,REJILLA CON CENTRO CERAMICO 125MM,,,,,,,,,,rejilla,,,,general,,"[""REJILLA"", ""CENTRO"", ""CERAMICO"", ""125MM""]",0.74,"{""accessory"": 0.88, ""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": ""REJILLA"", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
5518,FRASCO PET DE COLORES BOSTON 120ML C/TAPA FLIP TOP N20,frasco,,PET,,120.0,ML,20.0,,,tapa,,,,empaque_envase,POLIETILENO TEREFTALATO,"[""FRASCO"", ""PET"", ""COLORES"", ""BOSTON"", ""120ML"", ""TAPA"", ""FLIP"", ""TOP""]",0.9067,"{""product_type"": 0.93, ""accessory"": 0.88, ""material"": 0.94, ""capacity"": 0.95, ""mouth_size"": 0.92, ""use_category"": 0.82}",deterministic_rules,2026-06-11,"{""product_type"": ""FRASCO,BOTELLA,ENVASE"", ""subtype"": """", ""accessory"": ""TAPA,TAPON"", ""shape"": """", ""feature"": """", ""material"": ""PET"", ""color"": """", ""capacity"": ""120ML"", ""mouth_size"": ""N20"", ""size_text"": """", ""use_category"": ""BOLSA,CAJA,ENVASE,FRASCO,POTE"", ""brand"": """"}"
5519,BRILLO 12*18 (100und),,,,,,,,,,,,,,general,,"[""BRILLO"", ""12"", ""18"", ""100UND""]",0.6,"{""use_category"": 0.6}",deterministic_rules,2026-06-11,"{""product_type"": """", ""subtype"": """", ""accessory"": """", ""shape"": """", ""feature"": """", ""material"": """", ""color"": """", ""capacity"": """", ""mouth_size"": """", ""size_text"": """", ""use_category"": ""default"", ""brand"": """"}"
